FilePaths	FileNames	RealLabel	PredictScore	PredictClass
Dataset/SDNET_2018/test_set/Negative/001-1.jpg	001-1.jpg	0	0.2898324	0
Dataset/SDNET_2018/test_set/Positive/001-101.jpg	001-101.jpg	1	0.11754209	0
Dataset/SDNET_2018/test_set/Positive/001-102.jpg	001-102.jpg	1	0.13451198	0
Dataset/SDNET_2018/test_set/Negative/001-111.jpg	001-111.jpg	0	0.11757609	0
Dataset/SDNET_2018/test_set/Negative/001-112.jpg	001-112.jpg	0	0.09462297	0
Dataset/SDNET_2018/test_set/Negative/001-117.jpg	001-117.jpg	0	0.10956782	0
Dataset/SDNET_2018/test_set/Negative/001-118.jpg	001-118.jpg	0	0.11171144	0
Dataset/SDNET_2018/test_set/Negative/001-120.jpg	001-120.jpg	0	0.11746848	0
Dataset/SDNET_2018/test_set/Positive/001-126.jpg	001-126.jpg	1	0.9984046	1
Dataset/SDNET_2018/test_set/Negative/001-127.jpg	001-127.jpg	0	0.11392233	0
Dataset/SDNET_2018/test_set/Positive/001-128.jpg	001-128.jpg	1	0.105222374	0
Dataset/SDNET_2018/test_set/Negative/001-136.jpg	001-136.jpg	0	0.08841279	0
Dataset/SDNET_2018/test_set/Positive/001-145.jpg	001-145.jpg	1	0.50335956	0
Dataset/SDNET_2018/test_set/Positive/001-146.jpg	001-146.jpg	1	0.11732292	0
Dataset/SDNET_2018/test_set/Negative/001-147.jpg	001-147.jpg	0	0.103084624	0
Dataset/SDNET_2018/test_set/Negative/001-150.jpg	001-150.jpg	0	0.1021857	0
Dataset/SDNET_2018/test_set/Negative/001-158.jpg	001-158.jpg	0	0.09025735	0
Dataset/SDNET_2018/test_set/Negative/001-161.jpg	001-161.jpg	0	0.14936912	0
Dataset/SDNET_2018/test_set/Negative/001-164.jpg	001-164.jpg	0	0.09514311	0
Dataset/SDNET_2018/test_set/Negative/001-17.jpg	001-17.jpg	0	0.31385335	0
Dataset/SDNET_2018/test_set/Negative/001-188.jpg	001-188.jpg	0	0.11297268	0
Dataset/SDNET_2018/test_set/Negative/001-196.jpg	001-196.jpg	0	0.2485379	0
Dataset/SDNET_2018/test_set/Negative/001-197.jpg	001-197.jpg	0	0.2265679	0
Dataset/SDNET_2018/test_set/Negative/001-201.jpg	001-201.jpg	0	0.08790055	0
Dataset/SDNET_2018/test_set/Negative/001-206.jpg	001-206.jpg	0	0.12691703	0
Dataset/SDNET_2018/test_set/Negative/001-210.jpg	001-210.jpg	0	0.091857284	0
Dataset/SDNET_2018/test_set/Negative/001-213.jpg	001-213.jpg	0	0.1446056	0
Dataset/SDNET_2018/test_set/Negative/001-217.jpg	001-217.jpg	0	0.10957116	0
Dataset/SDNET_2018/test_set/Negative/001-229.jpg	001-229.jpg	0	0.17680347	0
Dataset/SDNET_2018/test_set/Negative/001-30.jpg	001-30.jpg	0	0.12003654	0
Dataset/SDNET_2018/test_set/Negative/001-35.jpg	001-35.jpg	0	0.09378579	0
Dataset/SDNET_2018/test_set/Negative/001-4.jpg	001-4.jpg	0	0.100430965	0
Dataset/SDNET_2018/test_set/Negative/001-41.jpg	001-41.jpg	0	0.16015965	0
Dataset/SDNET_2018/test_set/Negative/001-43.jpg	001-43.jpg	0	0.11219269	0
Dataset/SDNET_2018/test_set/Negative/001-44.jpg	001-44.jpg	0	0.1270144	0
Dataset/SDNET_2018/test_set/Negative/001-5.jpg	001-5.jpg	0	0.10435739	0
Dataset/SDNET_2018/test_set/Negative/001-57.jpg	001-57.jpg	0	0.15756911	0
Dataset/SDNET_2018/test_set/Negative/001-65.jpg	001-65.jpg	0	0.11487794	0
Dataset/SDNET_2018/test_set/Negative/001-67.jpg	001-67.jpg	0	0.14247566	0
Dataset/SDNET_2018/test_set/Negative/001-76.jpg	001-76.jpg	0	0.13439643	0
Dataset/SDNET_2018/test_set/Negative/001-78.jpg	001-78.jpg	0	0.116933554	0
Dataset/SDNET_2018/test_set/Negative/001-81.jpg	001-81.jpg	0	0.12975782	0
Dataset/SDNET_2018/test_set/Negative/001-82.jpg	001-82.jpg	0	0.08612782	0
Dataset/SDNET_2018/test_set/Negative/001-83.jpg	001-83.jpg	0	0.08801076	0
Dataset/SDNET_2018/test_set/Negative/001-84.jpg	001-84.jpg	0	0.09488222	0
Dataset/SDNET_2018/test_set/Negative/001-89.jpg	001-89.jpg	0	0.09847751	0
Dataset/SDNET_2018/test_set/Negative/001-96.jpg	001-96.jpg	0	0.090103984	0
Dataset/SDNET_2018/test_set/Negative/002-114.jpg	002-114.jpg	0	0.11866829	0
