FilePaths	FileNames	RealLabel	PredictScore	PredictClass
Dataset/METU/test_set/Positive/00004.jpg	00004.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00004.jpg	00004.jpg	0	7.829023e-09	0
Dataset/METU/test_set/Negative/00006.jpg	00006.jpg	0	6.0363e-10	0
Dataset/METU/test_set/Positive/00006.jpg	00006.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00007.jpg	00007.jpg	0	3.1093492e-10	0
Dataset/METU/test_set/Positive/00007.jpg	00007.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00028.jpg	00028.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00028.jpg	00028.jpg	0	9.7635504e-11	0
Dataset/METU/test_set/Negative/00035.jpg	00035.jpg	0	4.4577146e-08	0
Dataset/METU/test_set/Positive/00035.jpg	00035.jpg	1	0.9999999	1
Dataset/METU/test_set/Positive/00040.jpg	00040.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00040.jpg	00040.jpg	0	3.2556613e-06	0
Dataset/METU/test_set/Negative/00048.jpg	00048.jpg	0	1.5104249e-06	0
Dataset/METU/test_set/Positive/00048.jpg	00048.jpg	1	0.99999964	1
Dataset/METU/test_set/Negative/00050.jpg	00050.jpg	0	3.6009136e-05	0
Dataset/METU/test_set/Positive/00050.jpg	00050.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00053.jpg	00053.jpg	0	0.00096881087	0
Dataset/METU/test_set/Positive/00053.jpg	00053.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00070.jpg	00070.jpg	0	2.1522831e-07	0
Dataset/METU/test_set/Positive/00070.jpg	00070.jpg	1	0.99999917	1
Dataset/METU/test_set/Negative/00075.jpg	00075.jpg	0	3.1018762e-06	0
Dataset/METU/test_set/Positive/00075.jpg	00075.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00076.jpg	00076.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00076.jpg	00076.jpg	0	9.810228e-09	0
Dataset/METU/test_set/Negative/00084.jpg	00084.jpg	0	3.818116e-09	0
Dataset/METU/test_set/Positive/00084.jpg	00084.jpg	1	0.9999931	1
Dataset/METU/test_set/Positive/00095.jpg	00095.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00095.jpg	00095.jpg	0	1.0477973e-07	0
Dataset/METU/test_set/Positive/00096.jpg	00096.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00096.jpg	00096.jpg	0	1.31725075e-08	0
Dataset/METU/test_set/Negative/00099.jpg	00099.jpg	0	5.4289586e-07	0
Dataset/METU/test_set/Positive/00099.jpg	00099.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00102.jpg	00102.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00102.jpg	00102.jpg	0	0.00074061746	0
Dataset/METU/test_set/Negative/00112.jpg	00112.jpg	0	5.251921e-08	0
Dataset/METU/test_set/Positive/00112.jpg	00112.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00113.jpg	00113.jpg	1	0.9999964	1
Dataset/METU/test_set/Negative/00113.jpg	00113.jpg	0	1.860639e-08	0
Dataset/METU/test_set/Negative/00118.jpg	00118.jpg	0	7.222044e-07	0
Dataset/METU/test_set/Positive/00118.jpg	00118.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00126.jpg	00126.jpg	0	1.9403942e-08	0
Dataset/METU/test_set/Positive/00126.jpg	00126.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00127.jpg	00127.jpg	0	9.692728e-07	0
Dataset/METU/test_set/Positive/00127.jpg	00127.jpg	1	0.9981993	1
Dataset/METU/test_set/Negative/00128.jpg	00128.jpg	0	1.8405302e-08	0
Dataset/METU/test_set/Positive/00128.jpg	00128.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00130.jpg	00130.jpg	0	9.383048e-08	0
Dataset/METU/test_set/Positive/00130.jpg	00130.jpg	1	0.99999726	1
Dataset/METU/test_set/Positive/00140.jpg	00140.jpg	1	0.9999894	1
Dataset/METU/test_set/Negative/00140.jpg	00140.jpg	0	3.1107863e-09	0
Dataset/METU/test_set/Positive/00141.jpg	00141.jpg	1	0.9999832	1
Dataset/METU/test_set/Negative/00141.jpg	00141.jpg	0	2.2371916e-08	0
Dataset/METU/test_set/Positive/00146.jpg	00146.jpg	1	0.9999889	1
Dataset/METU/test_set/Negative/00146.jpg	00146.jpg	0	2.8786337e-07	0
Dataset/METU/test_set/Negative/00160.jpg	00160.jpg	0	2.4848698e-06	0
Dataset/METU/test_set/Positive/00160.jpg	00160.jpg	1	0.9999963	1
Dataset/METU/test_set/Negative/00161.jpg	00161.jpg	0	0.005088967	0
Dataset/METU/test_set/Positive/00161.jpg	00161.jpg	1	0.99996686	1
Dataset/METU/test_set/Negative/00166.jpg	00166.jpg	0	3.4317164e-08	0
Dataset/METU/test_set/Positive/00166.jpg	00166.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00170.jpg	00170.jpg	1	0.99972063	1
Dataset/METU/test_set/Negative/00170.jpg	00170.jpg	0	7.1129264e-08	0
Dataset/METU/test_set/Negative/00172.jpg	00172.jpg	0	1.5818355e-06	0
Dataset/METU/test_set/Positive/00172.jpg	00172.jpg	1	0.9979861	1
Dataset/METU/test_set/Positive/00179.jpg	00179.jpg	1	0.9999709	1
Dataset/METU/test_set/Negative/00179.jpg	00179.jpg	0	8.899205e-09	0
Dataset/METU/test_set/Negative/00185.jpg	00185.jpg	0	5.132901e-06	0
Dataset/METU/test_set/Positive/00185.jpg	00185.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00186.jpg	00186.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00186.jpg	00186.jpg	0	5.8910534e-09	0
Dataset/METU/test_set/Positive/00195.jpg	00195.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00195.jpg	00195.jpg	0	1.4248307e-06	0
Dataset/METU/test_set/Positive/00197.jpg	00197.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00197.jpg	00197.jpg	0	1.3371646e-09	0
Dataset/METU/test_set/Positive/00205.jpg	00205.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00205.jpg	00205.jpg	0	2.6161057e-08	0
Dataset/METU/test_set/Positive/00207.jpg	00207.jpg	1	0.99999976	1
Dataset/METU/test_set/Negative/00207.jpg	00207.jpg	0	2.8398512e-07	0
