FilePaths	FileNames	RealLabel	PredictScore	PredictClass
Dataset/SDNET_2018/test_set/Negative/001-1.jpg	001-1.jpg	0	0.48188135	0
Dataset/SDNET_2018/test_set/Positive/001-101.jpg	001-101.jpg	1	0.066269666	0
Dataset/SDNET_2018/test_set/Positive/001-102.jpg	001-102.jpg	1	0.22822988	0
Dataset/SDNET_2018/test_set/Negative/001-111.jpg	001-111.jpg	0	0.14913923	0
Dataset/SDNET_2018/test_set/Negative/001-112.jpg	001-112.jpg	0	0.004229933	0
Dataset/SDNET_2018/test_set/Negative/001-117.jpg	001-117.jpg	0	0.019840837	0
Dataset/SDNET_2018/test_set/Negative/001-118.jpg	001-118.jpg	0	0.002373904	0
Dataset/SDNET_2018/test_set/Negative/001-120.jpg	001-120.jpg	0	0.13650587	0
Dataset/SDNET_2018/test_set/Positive/001-126.jpg	001-126.jpg	1	0.99975556	1
Dataset/SDNET_2018/test_set/Negative/001-127.jpg	001-127.jpg	0	0.03759429	0
Dataset/SDNET_2018/test_set/Positive/001-128.jpg	001-128.jpg	1	0.1478726	0
Dataset/SDNET_2018/test_set/Negative/001-136.jpg	001-136.jpg	0	0.046003222	0
Dataset/SDNET_2018/test_set/Positive/001-145.jpg	001-145.jpg	1	0.9015965	1
Dataset/SDNET_2018/test_set/Positive/001-146.jpg	001-146.jpg	1	0.22540179	0
Dataset/SDNET_2018/test_set/Negative/001-147.jpg	001-147.jpg	0	0.098854065	0
Dataset/SDNET_2018/test_set/Negative/001-150.jpg	001-150.jpg	0	0.0699026	0
Dataset/SDNET_2018/test_set/Negative/001-158.jpg	001-158.jpg	0	0.20264304	0
Dataset/SDNET_2018/test_set/Negative/001-161.jpg	001-161.jpg	0	0.13664106	0
Dataset/SDNET_2018/test_set/Negative/001-164.jpg	001-164.jpg	0	0.17922273	0
Dataset/SDNET_2018/test_set/Negative/001-17.jpg	001-17.jpg	0	0.16373941	0
Dataset/SDNET_2018/test_set/Negative/001-188.jpg	001-188.jpg	0	0.10370517	0
Dataset/SDNET_2018/test_set/Negative/001-196.jpg	001-196.jpg	0	0.15372062	0
Dataset/SDNET_2018/test_set/Negative/001-197.jpg	001-197.jpg	0	0.166982	0
Dataset/SDNET_2018/test_set/Negative/001-201.jpg	001-201.jpg	0	0.14888337	0
Dataset/SDNET_2018/test_set/Negative/001-206.jpg	001-206.jpg	0	0.119279176	0
Dataset/SDNET_2018/test_set/Negative/001-210.jpg	001-210.jpg	0	0.13306513	0
Dataset/SDNET_2018/test_set/Negative/001-213.jpg	001-213.jpg	0	0.06174302	0
Dataset/SDNET_2018/test_set/Negative/001-217.jpg	001-217.jpg	0	0.052515298	0
Dataset/SDNET_2018/test_set/Negative/001-229.jpg	001-229.jpg	0	0.046112657	0
Dataset/SDNET_2018/test_set/Negative/001-30.jpg	001-30.jpg	0	0.2528518	0
Dataset/SDNET_2018/test_set/Negative/001-35.jpg	001-35.jpg	0	0.106634885	0
Dataset/SDNET_2018/test_set/Negative/001-4.jpg	001-4.jpg	0	0.115540594	0
Dataset/SDNET_2018/test_set/Negative/001-41.jpg	001-41.jpg	0	0.19539112	0
Dataset/SDNET_2018/test_set/Negative/001-43.jpg	001-43.jpg	0	0.074649125	0
