	loss	accuracy	val_loss	val_accuracy
0	0.1223243698477745	0.9580468535423279	0.049500346183776855	0.9832812547683716
1	0.06986826658248901	0.9794531464576721	0.04753676801919937	0.9848437309265137
2	0.06897532939910889	0.9798437356948853	0.05155949667096138	0.9814062714576721
3	0.04775436967611313	0.9866406321525574	0.036703452467918396	0.9925000071525574
4	0.04395994544029236	0.9867578148841858	0.034360121935606	0.9901562333106995
5	0.044429194182157516	0.9883984327316284	0.023587966337800026	0.9931250214576721
6	0.03679720312356949	0.9896093606948853	0.026603462174534798	0.9920312762260437
7	0.07583627104759216	0.9876562356948853	0.035869210958480835	0.9892187714576721
8	0.06193767860531807	0.9873046875	0.030278922989964485	0.9917187690734863
9	0.034726522862911224	0.9903125166893005	0.022264566272497177	0.9934375286102295
10	0.03325479477643967	0.9907031059265137	0.016672829166054726	0.995312511920929
11	0.035869039595127106	0.9911718964576721	0.014334136620163918	0.9957812428474426
12	0.025529392063617706	0.9930468797683716	0.018815303221344948	0.995312511920929
13	0.04406231269240379	0.9897656440734863	0.02433011308312416	0.9940624833106995
14	0.031863436102867126	0.9910547137260437	0.016092076897621155	0.9954687356948853
15	0.03153226152062416	0.9916796684265137	0.023164384067058563	0.9937499761581421
16	0.032940082252025604	0.9920703172683716	0.01447612140327692	0.995312511920929
