pred	real
0.0003298825	0
0.000611678	0
1.0	1
0.0017132465	0
0.99993503	1
0.9999958	1
0.0001110808	0
0.9949497	1
1.0	1
0.0008761173	0
1.0	1
0.0003003299	0
1.0	1
0.00064985367	0
0.0009670261	0
0.9999664	1
0.0006879177	0
0.9999999	1
1.0	1
0.99992585	1
0.00033864446	0
1.0	1
0.0005065343	0
0.0015899643	0
0.999992	1
0.00039765736	0
0.0006908558	0
1.0	1
1.0	1
0.00011431528	0
1.0	1
0.9999987	1
1.0	1
1.0	1
1.0	1
0.9999989	1
0.000568288	0
0.99979705	1
1.0	1
0.0006263025	0
0.00033469696	0
0.00056980987	0
0.00074382615	0
0.00071870344	0
0.984617	1
0.0006572977	0
0.99999785	1
1.0	1
0.9999963	1
1.0	1
0.00056720705	0
0.00081510656	0
0.0009615976	0
0.00020009815	0
0.0011229262	0
0.0021513475	0
1.0	1
0.00036082094	0
0.0001186923	0
0.9999999	1
0.0013901797	0
0.0003972057	0
0.00050505926	0
0.00010954159	0
1.0	1
1.0	1
0.0024820252	0
0.00055308035	0
1.0	1
0.00042567373	0
1.0	1
0.99776125	1
1.0	1
0.00073291705	0
1.0	1
1.0	1
0.00057459204	0
0.00037112102	0
0.9998204	1
1.0	1
1.0	1
0.9999999	1
1.0	1
1.0	1
1.0	1
9.4853734e-05	0
1.0	1
0.9999999	1
0.0012573173	0
0.99999785	1
0.012901294	0
1.0	1
1.0	1
0.9999968	1
1.0	1
0.000979894	0
0.00040226066	0
1.0	1
1.0	1
0.9999989	1
0.0007698921	0
1.0	1
0.07943762	0
0.99999833	1
0.99999475	1
0.9999939	1
0.00056157325	0
0.9992768	1
0.00013335171	0
0.0007715572	0
0.00053576496	0
0.00082965044	0
1.0	1
1.0	1
1.0	1
1.0	1
0.00041891265	0
1.0	1
1.0	1
0.00036454975	0
1.0	1
1.0	1
0.99999475	1
1.0	1
0.0009616232	0
0.00037908737	0
1.0	1
0.97053975	1
0.9999969	1
1.0	1
0.00090079807	0
0.0015765401	0
1.0	1
0.0018445002	0
1.0	1
0.0005025755	0
1.0	1
1.0	1
1.0	1
0.46860203	0
0.9999939	1
0.99998474	1
1.0	1
0.00084075157	0
0.00020630106	0
0.0006850077	0
0.00038738898	0
1.0	1
0.00023547167	0
0.00024724207	0
1.0	1
0.9997904	1
0.9999999	1
0.9999342	1
1.0	1
1.0	1
0.0004658934	0
1.0	1
1.0	1
0.0003095035	0
0.0001950743	0
1.0	1
0.9999987	1
1.0	1
1.0	1
0.00016957996	0
0.00016988552	0
0.00076056994	0
1.0	1
0.00040563007	0
8.898898e-05	0
0.00025807583	0
0.00012151038	0
0.0012821107	0
1.0	1
0.00018032402	0
0.00048499418	0
0.9999176	1
1.0	1
0.001846445	0
0.00069046684	0
1.0	1
0.0007394654	0
0.9999999	1
0.00050612673	0
0.9999999	1
0.00036818965	0
1.0	1
0.0006790684	0
1.0	1
0.00046932691	0
0.0025454864	0
0.9998522	1
0.0005433537	0
0.012943298	0
0.00027452037	0
0.99738854	1
0.00042057002	0
0.00032885096	0
0.99999976	1
0.000110394205	0
1.0	1
0.9973579	1
0.00043898213	0
0.00014047047	0
1.0	1
1.0	1
0.99973613	1
1.0	1
0.9999883	1
1.0	1
0.0004194901	0
1.0	1
0.9990835	1
0.99999547	1
0.0006746154	0
1.0	1
1.0	1
0.00061448367	0
0.0008453996	0
0.00038749108	0
1.0	1
0.9999907	1
0.00092883303	0
0.0001502218	0
0.99999964	1
0.0010063383	0
1.0	1
0.9999999	1
1.0	1
1.0	1
0.00033958702	0
0.0012755127	0
1.0	1
0.99998987	1
0.9999999	1
1.0	1
0.0012407788	0
0.99999976	1
1.0	1
0.00030922267	0
0.9999497	1
0.00065907574	0
0.0008128208	0
0.0018542038	0
0.00038076667	0
0.00010750312	0
1.0	1
0.9999895	1
1.0	1
0.9999796	1
1.0	1
0.0026111568	0
0.00026690023	0
1.0	1
1.0	1
0.95152336	0
1.0	1
0.00010659524	0
0.996711	1
0.000879822	0
0.0009257853	0
0.00014754188	0
0.0019392477	0
1.0	1
0.0006007622	0
0.0005516881	0
0.0031859223	0
1.0	1
0.00054993294	0
0.9999976	1
0.0009965437	0
1.0	1
0.00010199877	0
0.00084633176	0
0.99999964	1
1.0	1
1.0	1
1.0	1
0.00046946268	0
1.0	1
1.0	1
1.0	1
0.0003396442	0
1.0	1
1.0	1
1.0	1
0.0011505587	0
0.9998574	1
0.0011213078	0
0.0004359084	0
1.0	1
0.00025786378	0
0.9999999	1
1.0	1
7.1428e-05	0
0.0017154841	0
0.0005969006	0
1.0	1
1.0	1
0.9999616	1
1.0	1
0.00043401256	0
0.00044284386	0
1.0	1
0.99910825	1
0.0009858373	0
0.0012414586	0
0.0004406212	0
0.9999527	1
0.0003446481	0
0.00029907638	0
0.00044610183	0
0.00069037103	0
0.0006383641	0
0.00063269894	0
1.0	1
0.00096369383	0
0.0003732652	0
0.00041923326	0
0.0030769783	0
0.0052609122	0
0.0006347313	0
1.0	1
7.6370234e-05	0
0.0007350942	0
0.00057046575	0
0.00076643744	0
3.863954e-05	0
0.0036179759	0
1.0	1
0.99909055	1
0.0017503458	0
0.0007401969	0
1.0	1
0.00091694866	0
1.0	1
0.99943644	1
0.999998	1
1.0	1
0.9985714	1
1.0	1
0.00016957996	0
0.0006025933	0
0.00087312673	0
0.9999995	1
0.0011350932	0
1.0	1
6.958193e-05	0
0.0010690739	0
1.0	1
1.0	1
0.0068514957	0
0.99946433	1
0.9999881	1
0.0013133129	0
1.0	1
0.9999944	1
0.0006870152	0
0.0004889873	0
0.00031880243	0
0.00069859246	0
0.00043548894	0
0.00021867781	0
0.9999893	1
0.9999943	1
1.0	1
1.0	1
0.0003911507	0
1.0	1
0.00019857915	0
0.0010519004	0
1.0	1
1.0	1
1.0	1
1.0	1
0.0006959557	0
0.9999999	1
1.0	1
0.9990196	1
0.00033613577	0
0.0003306296	0
0.99999976	1
0.00032110116	0
0.99999845	1
0.9977793	1
0.9944991	1
1.0	1
0.0016147802	0
0.011647477	0
0.99999976	1
0.99999404	1
0.00019444681	0
0.0007217299	0
0.0021544637	0
1.0	1
0.00022312705	0
1.0	1
0.00048712734	0
1.0	1
0.00059556484	0
0.0009118805	0
0.99999666	1
7.418623e-05	0
0.00016703187	0
0.00030178827	0
0.0001471969	0
1.0	1
0.0017218932	0
0.00059271563	0
0.0045637474	0
1.0	1
0.00042587746	0
1.0	1
0.008988512	0
4.026835e-05	0
0.99999964	1
1.0	1
1.0	1
6.5497115e-05	0
0.9958578	1
0.00013510042	0
1.0	1
0.99999976	1
0.9999999	1
0.0011676975	0
0.9997831	1
0.00015719117	0
0.0016552237	0
0.0003439332	0
0.000442076	0
0.0006718452	0
0.0007234738	0
0.0004734385	0
1.0	1
0.00018886407	0
0.0009226223	0
1.0	1
0.00045082773	0
0.0014993772	0
0.00036369596	0
0.00028773933	0
0.00080098835	0
0.00033932182	0
0.99975115	1
0.00019167112	0
0.0008088209	0
1.0	1
0.9999671	1
0.9999982	1
0.99999917	1
0.00092366536	0
1.0	1
1.0	1
0.00027690272	0
0.99997866	1
1.0	1
0.00047272304	0
0.00045252068	0
0.0011991028	0
1.0	1
0.00046918957	0
0.9999914	1
1.0	1
0.00109633	0
0.0007818399	0
0.00044508642	0
0.00070490956	0
0.00035029664	0
0.00080744945	0
1.0	1
0.9999999	1
1.0	1
1.0	1
0.0006842336	0
1.0	1
0.00043550873	0
0.00067748665	0
1.0	1
0.00041956487	0
1.0	1
0.99995697	1
0.00019066969	0
0.0005800019	0
0.98695695	1
0.00068113185	0
0.9999933	1
1.0	1
0.9996202	1
0.00046678286	0
0.0007432763	0
1.0	1
1.0	1
1.0	1
0.00015019343	0
0.0002290568	0
0.00051741005	0
0.00020321664	0
1.0	1
0.00084748137	0
0.9918542	1
1.0	1
0.00064680807	0
1.0	1
1.0	1
0.0019131383	0
1.0	1
0.9999201	1
0.9999999	1
0.9995895	1
0.00084007083	0
0.0016196836	0
0.00048880745	0
0.00067627936	0
1.0	1
0.031351946	0
0.9997291	1
1.0	1
1.0	1
0.0004129772	0
1.0	1
0.0012201761	0
0.000899224	0
0.0005147594	0
0.00019181446	0
1.0	1
0.9992077	1
0.99999976	1
0.99997354	1
0.00254716	0
0.0095321145	0
0.99997604	1
1.0	1
1.0	1
0.00015536841	0
1.0	1
1.0	1
1.0	1
0.9998766	1
1.0	1
0.99999285	1
1.0	1
0.9999989	1
0.0005290633	0
0.9887115	1
1.0	1
0.00045011603	0
0.9999945	1
0.99999964	1
0.00056130835	0
1.0	1
0.0007103241	0
1.0	1
0.00010189309	0
0.00032675025	0
0.00066180207	0
0.99999964	1
0.0011623352	0
1.0	1
0.00071060064	0
1.0	1
0.0002304586	0
0.00030204904	0
0.9999876	1
1.0	1
0.0013310043	0
0.99999833	1
0.99996936	1
1.0	1
0.00044559842	0
1.0	1
0.00047430123	0
0.00042962414	0
1.0	1
0.000521517	0
1.0	1
0.00022542149	0
0.002182488	0
0.9999964	1
0.00010707516	0
0.00020282755	0
1.0	1
0.00030783023	0
0.0002504168	0
0.0003678127	0
1.0	1
0.00040825788	0
0.0011653174	0
0.9999902	1
1.0	1
1.0	1
1.0	1
0.0006320185	0
0.99999964	1
0.99999857	1
0.00030750697	0
0.0004720103	0
1.0	1
1.0	1
1.0	1
0.00036787262	0
1.0	1
0.99999964	1
1.0	1
1.0	1
0.99961096	1
0.00013269731	0
0.99999845	1
0.0010399633	0
1.0	1
0.00052980817	0
0.0012571813	0
0.000590022	0
0.0007839302	0
0.99999905	1
0.00084194524	0
1.0	1
0.99999905	1
1.0	1
0.0009930914	0
0.0003564775	0
1.0	1
1.0	1
0.99870706	1
1.0	1
0.0007996834	0
0.0005707102	0
1.0	1
0.0013859668	0
4.3816566e-05	0
1.0	1
1.0	1
0.9999993	1
0.00053388136	0
0.0012841767	0
4.7199566e-05	0
0.00019043621	0
0.9999963	1
0.99817705	1
1.0	1
0.9957646	1
0.9998159	1
0.0004490153	0
0.0001683494	0
0.00066812197	0
0.9999999	1
0.0014021811	0
0.0002543004	0
1.0	1
1.0	1
0.9999999	1
1.0	1
0.0018756167	0
1.0	1
0.00018895198	0
1.0	1
1.0	1
0.0005748977	0
1.0	1
0.0005265155	0
1.0	1
0.0009698083	0
0.9999993	1
1.0	1
0.0007580099	0
0.9999999	1
0.0008027817	0
1.0	1
0.0006571499	0
1.0	1
0.00022156781	0
1.0	1
0.99986494	1
1.0	1
1.0	1
0.99999666	1
0.0006100752	0
0.0002601242	0
1.0	1
1.0	1
1.0	1
0.99849856	1
0.0011845852	0
0.00038988196	0
0.99999416	1
0.0006890988	0
4.4714536e-05	0
1.0	1
0.999992	1
0.00019529484	0
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
0.99625385	1
0.00072858937	0
0.00056911865	0
0.0012013927	0
0.00016544171	0
0.0003876988	0
0.00010876708	0
0.00019617948	0
0.00019387217	0
0.00015972479	0
0.0005940531	0
1.0	1
9.729671e-05	0
1.0	1
1.0	1
0.99999964	1
1.0	1
1.0	1
0.00015201997	0
0.0006216864	0
0.00019212179	0
0.0007322961	0
0.99999774	1
1.0	1
1.0	1
0.00063909363	0
0.00032344786	0
0.00019780004	0
0.99999964	1
0.000324815	0
1.0	1
0.0005508694	0
0.00019444681	0
0.0004167777	0
0.999995	1
1.0	1
0.000800909	0
0.00040069586	0
0.0015377384	0
0.999899	1
0.999803	1
1.0	1
0.0051170755	0
1.0	1
0.00027668898	0
0.00047729164	0
0.0002429413	0
0.0016260877	0
0.9596812	1
0.99999523	1
0.00031674508	0
0.000473415	0
0.9999181	1
0.00044979993	0
0.0002195289	0
0.0007106717	0
0.00034984757	0
1.0	1
0.0004299138	0
0.9999993	1
0.00025001532	0
0.00015717438	0
1.0	1
1.0	1
0.99998367	1
1.0	1
0.00054127903	0
1.0	1
0.999856	1
0.00060844957	0
1.0	1
1.0	1
0.0004616129	0
0.0003598328	0
0.00060519023	0
0.00019519708	0
0.00031676138	0
1.0	1
0.99999833	1
0.0002762098	0
0.00389304	0
0.0007830817	0
0.99999976	1
0.00026925237	0
1.0	1
0.99999964	1
1.0	1
1.0	1
0.00068830303	0
0.0005109763	0
0.0007778521	0
1.0	1
1.0	1
0.9996045	1
0.9999988	1
0.0007322266	0
0.9999999	1
1.0	1
0.00038047513	0
0.00036778074	0
1.0	1
0.00015291567	0
0.99999785	1
1.0	1
0.0003943224	0
0.00034229358	0
0.9946537	1
0.99995923	1
1.0	1
1.0	1
0.99999225	1
0.0011184376	0
0.9999999	1
0.00038575183	0
1.0	1
0.9996908	1
1.0	1
0.00043819658	0
1.0	1
0.00059479364	0
0.00035905206	0
0.00016118513	0
1.0	1
0.9999994	1
1.0	1
0.00033775266	0
0.99995124	1
0.0002512026	0
1.0	1
0.0021714785	0
0.00059054495	0
1.0	1
1.0	1
1.0	1
0.00051175547	0
0.0010692538	0
5.242101e-05	0
1.0	1
0.99999917	1
0.0002348468	0
0.0007318349	0
1.0	1
0.0006937667	0
0.00029587388	0
0.00017107704	0
0.9999999	1
1.0	1
0.00086809427	0
0.0016558651	0
0.99999976	1
0.00047655014	0
0.99990356	1
1.0	1
1.0	1
0.0009097726	0
1.0	1
