FilePaths	FileNames	RealLabel	PredictScore	PredictClass
Dataset/METU/test_set/Positive/00004.jpg	00004.jpg	1	0.9999378	1
Dataset/METU/test_set/Negative/00004.jpg	00004.jpg	0	2.2719568e-07	0
Dataset/METU/test_set/Negative/00006.jpg	00006.jpg	0	1.4573096e-06	0
Dataset/METU/test_set/Positive/00006.jpg	00006.jpg	1	0.99997735	1
Dataset/METU/test_set/Negative/00007.jpg	00007.jpg	0	0.0056598284	0
Dataset/METU/test_set/Positive/00007.jpg	00007.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00028.jpg	00028.jpg	1	0.98780745	1
Dataset/METU/test_set/Negative/00028.jpg	00028.jpg	0	1.4310853e-06	0
Dataset/METU/test_set/Negative/00035.jpg	00035.jpg	0	7.0158853e-07	0
Dataset/METU/test_set/Positive/00035.jpg	00035.jpg	1	0.9999999	1
Dataset/METU/test_set/Positive/00040.jpg	00040.jpg	1	0.9996332	1
Dataset/METU/test_set/Negative/00040.jpg	00040.jpg	0	0.16475126	0
Dataset/METU/test_set/Negative/00048.jpg	00048.jpg	0	0.00071769214	0
Dataset/METU/test_set/Positive/00048.jpg	00048.jpg	1	0.99999404	1
Dataset/METU/test_set/Negative/00050.jpg	00050.jpg	0	4.079856e-06	0
Dataset/METU/test_set/Positive/00050.jpg	00050.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00053.jpg	00053.jpg	0	0.0001400954	0
Dataset/METU/test_set/Positive/00053.jpg	00053.jpg	1	0.9999999	1
Dataset/METU/test_set/Negative/00070.jpg	00070.jpg	0	8.399457e-06	0
Dataset/METU/test_set/Positive/00070.jpg	00070.jpg	1	0.99999976	1
Dataset/METU/test_set/Negative/00075.jpg	00075.jpg	0	0.00091213954	0
Dataset/METU/test_set/Positive/00075.jpg	00075.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00076.jpg	00076.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00076.jpg	00076.jpg	0	6.648046e-05	0
Dataset/METU/test_set/Negative/00084.jpg	00084.jpg	0	0.0019630007	0
Dataset/METU/test_set/Positive/00084.jpg	00084.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00095.jpg	00095.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00095.jpg	00095.jpg	0	3.5401577e-08	0
Dataset/METU/test_set/Positive/00096.jpg	00096.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00096.jpg	00096.jpg	0	0.0007116921	0
Dataset/METU/test_set/Negative/00099.jpg	00099.jpg	0	3.61717e-08	0
Dataset/METU/test_set/Positive/00099.jpg	00099.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00102.jpg	00102.jpg	1	1.0	1
Dataset/METU/test_set/Negative/00102.jpg	00102.jpg	0	0.021484215	0
Dataset/METU/test_set/Negative/00112.jpg	00112.jpg	0	0.010371881	0
Dataset/METU/test_set/Positive/00112.jpg	00112.jpg	1	1.0	1
Dataset/METU/test_set/Positive/00113.jpg	00113.jpg	1	1.0	1
