FilePaths	FileNames	RealLabel	PredictScore	PredictClass
Dataset/SDNET_2018/test_set/Negative/001-1.jpg	001-1.jpg	0	0.19631955	0
Dataset/SDNET_2018/test_set/Positive/001-101.jpg	001-101.jpg	1	0.22027022	0
Dataset/SDNET_2018/test_set/Positive/001-102.jpg	001-102.jpg	1	0.28274912	0
Dataset/SDNET_2018/test_set/Negative/001-111.jpg	001-111.jpg	0	0.25389272	0
Dataset/SDNET_2018/test_set/Negative/001-112.jpg	001-112.jpg	0	0.13372022	0
Dataset/SDNET_2018/test_set/Negative/001-117.jpg	001-117.jpg	0	0.26775903	0
Dataset/SDNET_2018/test_set/Negative/001-118.jpg	001-118.jpg	0	0.1506939	0
Dataset/SDNET_2018/test_set/Negative/001-120.jpg	001-120.jpg	0	0.23084667	0
Dataset/SDNET_2018/test_set/Positive/001-126.jpg	001-126.jpg	1	0.9994152	1
Dataset/SDNET_2018/test_set/Negative/001-127.jpg	001-127.jpg	0	0.22649369	0
Dataset/SDNET_2018/test_set/Positive/001-128.jpg	001-128.jpg	1	0.26585412	0
Dataset/SDNET_2018/test_set/Negative/001-136.jpg	001-136.jpg	0	0.2797668	0
Dataset/SDNET_2018/test_set/Positive/001-145.jpg	001-145.jpg	1	0.9988049	1
Dataset/SDNET_2018/test_set/Positive/001-146.jpg	001-146.jpg	1	0.4252963	0
Dataset/SDNET_2018/test_set/Negative/001-147.jpg	001-147.jpg	0	0.22132447	0
Dataset/SDNET_2018/test_set/Negative/001-150.jpg	001-150.jpg	0	0.32300738	0
Dataset/SDNET_2018/test_set/Negative/001-158.jpg	001-158.jpg	0	0.7986214	1
Dataset/SDNET_2018/test_set/Negative/001-161.jpg	001-161.jpg	0	0.44291046	0
Dataset/SDNET_2018/test_set/Negative/001-164.jpg	001-164.jpg	0	0.18498003	0
Dataset/SDNET_2018/test_set/Negative/001-17.jpg	001-17.jpg	0	0.63596886	0
Dataset/SDNET_2018/test_set/Negative/001-188.jpg	001-188.jpg	0	0.13049975	0
Dataset/SDNET_2018/test_set/Negative/001-196.jpg	001-196.jpg	0	0.886727	1
Dataset/SDNET_2018/test_set/Negative/001-197.jpg	001-197.jpg	0	0.757126	1
Dataset/SDNET_2018/test_set/Negative/001-201.jpg	001-201.jpg	0	0.16141957	0
Dataset/SDNET_2018/test_set/Negative/001-206.jpg	001-206.jpg	0	0.13166183	0
