pred	real
0.39682654	0
0.3005877	0
0.3568815	0
0.29665977	0
0.7075327	1
0.4850711	1
0.3238244	0
0.45120853	0
0.9014241	1
0.42605728	0
0.36828652	1
0.28979206	0
0.93789923	1
0.39734584	0
0.39990819	1
0.9998758	1
0.3766911	0
0.26885045	0
0.3257923	0
0.40490606	0
0.42319256	0
0.5047687	0
0.59587586	0
0.99944293	1
0.30893776	0
0.5315385	0
0.2386285	0
0.61750853	0
0.69154394	0
0.4775996	0
0.43327808	0
0.47184485	0
0.57263017	1
0.91281486	0
0.394076	0
0.38491872	0
0.8255391	1
0.9300693	1
0.99646664	1
0.8948988	1
0.5870433	0
0.14819461	0
0.22539574	0
0.5186199	0
0.17657268	0
0.30863714	0
0.2647486	0
0.99990666	1
0.22421241	0
0.12310743	0
0.45270458	0
0.49163	1
0.512799	1
0.28976166	0
0.29316646	0
0.59851116	0
0.31807783	0
0.19140157	0
0.66102624	1
0.3290518	0
0.54850334	0
0.30031317	0
0.70405674	0
0.45437777	0
0.99992853	1
0.46582836	0
0.4525451	1
0.25979537	1
0.5169486	0
0.12691012	0
0.32672027	0
0.23238233	0
0.3535585	0
0.20857242	0
0.0762988	0
0.5197291	0
0.3214415	0
0.61657566	0
0.30946308	0
0.42981967	0
0.32593817	0
0.36498708	0
0.3134525	0
0.349069	0
0.2729388	0
0.41220558	0
0.40332994	0
0.46402338	0
0.2803857	0
0.399869	0
0.4098733	0
0.37894616	0
0.2856556	0
0.31811702	0
0.25701734	0
0.30770913	0
0.2547146	0
0.27745044	0
0.3736962	0
0.30457044	0
0.9999584	1
0.64319164	0
0.4736838	0
1.4193243e-05	0
0.59267676	0
0.840794	1
0.51254034	0
0.3226084	0
0.3108316	0
0.39527863	0
0.99479634	1
0.30679327	0
0.82002276	1
0.19061396	0
0.40715405	0
0.11483452	0
0.29092395	0
0.30215415	0
0.34450465	0
0.32515478	1
0.6792432	0
0.23995504	0
0.39266673	0
0.8830128	1
0.28023058	0
0.9592395	1
0.0769203	0
0.3576243	0
0.36230177	0
0.38790092	0
0.9255314	1
0.81401324	1
0.35570318	0
0.38264996	0
0.21450734	0
0.99150455	1
0.5601504	0
0.88358426	1
0.3482706	0
0.12457505	0
0.96414274	1
0.3205331	0
0.9783798	1
0.54552597	0
0.37059432	0
0.29586208	0
0.27883452	0
0.33003938	0
0.4242145	0
0.36721623	0
0.33589604	0
0.3437342	0
0.45158806	0
0.34786797	0
0.4694905	0
0.14858395	0
0.42799422	0
0.38390052	0
0.00062060356	0
0.25678924	0
0.37902388	0
0.32929975	0
0.2844447	0
0.27175325	0
0.3300853	0
0.12793934	0
0.3484217	0
0.40262645	0
0.25872833	0
0.38919362	0
0.46273914	0
0.3095677	0
0.334776	0
0.26216468	0
0.20506778	0
0.40519512	1
0.5536346	0
0.24149847	0
0.54177195	0
0.24785897	0
0.99334025	1
0.35662732	0
0.5241267	0
0.31307495	0
0.5366883	0
